IDDate,CEtaCod2,IFRM0,IFRM1,IFRM2,IFRM3,IFRM4,IFRC0,IFRC1,IFRC2,IFRC3,IFRC4
380,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
381,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
382,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
383,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
384,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
385,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
386,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
387,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
388,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
389,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
390,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
391,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
392,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
393,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
394,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
395,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
396,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
397,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
398,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
399,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
400,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
401,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
402,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
403,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
404,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
405,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
406,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
407,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
408,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
409,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
410,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
411,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
412,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
413,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
414,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
415,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
416,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
417,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
418,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
419,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
420,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
421,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
422,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
423,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
424,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
425,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
426,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
427,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
428,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
429,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
430,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
431,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
432,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
433,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
434,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
435,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
436,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
437,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
438,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
439,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
440,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
441,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
442,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
443,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
444,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
445,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
446,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
447,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
448,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
449,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
450,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
451,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
452,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
453,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
454,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
455,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
456,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
457,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
458,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
459,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
460,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
461,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
462,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
463,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
464,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
465,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
466,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
467,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
468,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
469,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
470,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
471,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
472,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
473,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
474,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
475,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
476,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
477,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
478,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
479,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
480,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
481,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
482,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
483,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
484,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
485,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
486,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
487,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
488,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
489,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
490,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
491,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
492,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
493,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
494,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
495,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
496,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
497,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
498,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
499,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
500,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
501,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
502,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
503,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
504,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
505,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
506,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
507,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
508,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
509,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
510,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
511,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
512,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
513,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
514,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
515,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
516,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
517,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
518,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
519,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
520,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
521,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
522,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
523,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
524,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
525,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
526,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
527,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
528,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
529,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
530,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
531,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
532,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
533,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
534,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
535,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
536,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
537,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
538,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
539,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
540,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
541,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
542,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
543,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
544,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
545,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
546,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
547,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
548,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
549,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
550,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
551,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
552,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
553,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
554,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
555,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
556,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
557,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
558,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
559,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
560,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
561,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
562,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
563,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
564,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
565,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
566,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
567,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
568,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
569,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
570,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
571,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
572,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
573,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
574,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
575,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
576,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
577,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
578,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
579,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
580,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
581,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
582,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
583,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
584,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
585,4,1,2.03252032520325,3.86100386100386,1,1,1,2.03252032520325,3.86100386100386,1,1
308,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
309,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
310,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
311,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
312,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
313,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
314,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
315,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
316,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
317,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
318,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
319,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
320,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
321,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
322,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
323,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
324,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
325,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
326,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
327,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
328,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
329,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
330,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
331,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
332,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
333,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
334,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
335,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
336,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
337,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
338,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
339,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
340,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
341,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
342,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
343,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
344,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
345,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
346,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
347,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
348,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
349,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
350,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
351,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
352,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
353,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
354,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
355,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
356,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
357,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
358,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
359,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
360,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
361,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
362,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
363,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
364,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
365,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
366,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
367,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
368,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
369,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
370,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
371,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
372,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
373,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
374,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
375,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
376,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
377,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
378,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
379,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
380,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
381,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
382,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
383,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
384,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
385,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
386,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
387,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
388,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
389,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
390,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
391,5,1,8.33333333333333,14.9253731343284,1,1,1,3.03030303030303,4.03225806451613,1,1
